Tree_num,Species,meas_time,meas_loc,Obs#,Time,Date,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,leaf_width,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,TRANS,rh_s,rh_r,Tref,Tmeas,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,type,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,aw,Bla,Blb,Blc,Bld,Ble,chamber,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
14,ACPL,day,top,27,10:12:53,7/10/2025,0.062913227,1.91783648,0.060914956,3.801019755,1.272065,1.099452,6.297999235,5.025934235,13.037761,15.084682,74.68278472,0.4417875,7.5,PSF-00471_20250710101253_52a,0,0,0,53.782581,59.859394,0.101518,0.5,0.8,73.4178176,1,26.84,23.2,31.87,36.98,36.98,84.33,80.8,79.1,2.1,1808,3.954,10:09:36,7/10/2025,1.82,0,0.001,0.001,-9999,-0.125,0.05,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.440966,2.436561,1.063185,0.754277,0.207816,0.065386,0.237132,1.615128,53.782581,0.000847,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101253_52a,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
14,ACPL,day,bottom,28,10:13:03,7/10/2025,0.052457443,1.91965992,0.051062098,2.593785832,1.15501,1.037208,5.274843397,4.119833397,12.300454,13.697495,62.55744066,0.4417875,7.5,PSF-00471_20250710101303_792,0,0,0,44.971348,66.000221,0.318618,0.5,0.8,12.107484,1,24.29,21.82,31.92,33.77,33.77,84.32,80.9,79.4,1.8,95,3.954,10:09:36,7/10/2025,1.82,0,0.001,-9999,-9999,0.651,-9999,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.43884,2.432724,1.063816,0.754958,0.207361,0.022655,0.23803,0.186885,44.543266,0.000878,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101303_792,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
15,TICO,day,top,29,10:13:22,7/10/2025,0.202825996,1.91601168,0.183410453,7.807036009,1.455415,1.101261,4.909126325,3.453711325,13.060573,17.260719,58.22018886,0.4417875,7.5,PSF-00471_20250710101322_c96,0,0,0,209.661133,248.275284,0.15553,0.5,0.8,89.771916,1,30.45,23.04,32.02,32.49,32.49,84.32,80.7,79.8,1.1,1443,3.953,10:09:36,7/10/2025,1.82,0,-0.003,0.006,-9999,-2.653,-34.694,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.440702,2.441842,1.062578,0.75581,0.206579,0.005192,0.239775,1.311255,209.661133,0.000838,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101322_c96,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
15,TICO,day,bottom,30,10:13:31,7/10/2025,0.066209268,1.921482,0.064003861,2.478922746,1.157227,1.044793,4.317059687,3.159832687,12.391476,13.724965,51.1985257,0.4417875,7.5,PSF-00471_20250710101331_8fa,0,0,0,89.425209,290.907745,0.692599,0.5,0.8,37.6773856,1,24.16,21.81,32.06,30.23,30.23,84.32,81,78.9,2.6,136,3.953,10:09:36,7/10/2025,1.82,0,0,0.002,-9999,0.79,2.584,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.438816,2.432504,1.064789,0.753828,0.206278,-0.02346,0.240591,0.221392,89.425209,0.000866,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101331_8fa,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
16,PIPU,day,top,31,10:14:01,7/10/2025,-0.02687435,1.921482,-0.027255553,-1.194319956,0.935864,0.990179,4.51137831,3.57551431,11.743323,11.099151,53.50306345,0.4417875,7.5,PSF-00471_20250710101401_fed,0,0,0,1.868963,2.547383,0.26632,0.5,0.8,181.843296,1,19.4,20.53,32.18,31,31,84.32,81,-16.8,120.8,1707,3.953,10:09:36,7/10/2025,1.82,0,0.003,0.005,-9999,-0.006,0.043,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.436817,2.425101,1.064347,0.571936,0.205306,-0.015525,0.243479,1.531152,1.868963,0.000877,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101401_fed,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
16,PIPU,day,bottom,32,10:14:11,7/10/2025,0.006649286,1.91965992,0.006626334,0.293837092,1.028221,1.014856,4.641600235,3.613379235,12.035979,12.194484,55.04744112,0.4417875,7.5,PSF-00471_20250710101411_959,0,0,0,10.478854,37.486195,0.720461,0.5,0.8,26.2247804,1,21.27,21,32.22,31.5,31.5,84.32,80.9,-20.5,125.4,91,3.952,10:09:36,7/10/2025,1.82,0,0.008,0.013,-9999,0.024,0.127,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.437538,2.428044,1.064192,0.565818,0.204997,-0.009707,0.244369,0.184172,10.478854,0.000865,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101411_959,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
17,GYDI,day,top,33,10:14:45,7/10/2025,0.114172585,1.91783648,0.107757565,5.211606957,1.320705,1.084211,5.23957939,3.91887439,12.859134,15.664032,62.14659459,0.4417875,7.5,PSF-00471_20250710101445_6cd,0,0,0,115.355011,252.840393,0.543764,0.5,0.8,422.3958752,1,27.11,22.25,32.36,33.65,33.65,84.31,80.8,67.4,16.5,1942,3.952,10:09:36,7/10/2025,1.82,0,0.001,-0.001,-9999,-4.517,-8.023,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.439463,2.436907,1.063283,0.729488,0.20387,0.015604,0.247422,1.72709,115.355011,0.000836,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101445_6cd,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
17,GYDI,day,bottom,34,10:14:56,7/10/2025,0.071088016,1.92330272,0.068554156,2.918084453,1.192709,1.060577,4.657444673,3.464735673,12.578751,14.145874,55.23534953,0.4417875,7.5,PSF-00471_20250710101456_fbf,0,0,0,75.513123,239.390732,0.684561,0.5,0.8,48.7407432,1,24.42,21.71,32.4,31.56,31.56,84.32,81.1,64.1,20.9,178,3.952,10:09:36,7/10/2025,1.82,0,-0.001,0,-9999,-0.341,-0.024,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.438631,2.432873,1.065021,0.722575,0.203527,-0.01131,0.248284,0.256506,75.513123,0.000867,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101456_fbf,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
18,QUBU,day,top,35,10:15:10,7/10/2025,0.143211329,1.91965992,0.133269126,7.195802716,1.422663,1.096931,5.781077648,4.358414648,13.00988,16.873138,68.56116756,0.4417875,7.5,PSF-00471_20250710101510_7bd,0,0,0,84.586502,105.672958,0.199544,0.5,0.8,159.5553824,1,29.02,22.38,32.46,35.42,35.42,84.32,80.9,74.3,8.2,1999,3.951,10:09:36,7/10/2025,1.82,0,0.001,-9999,-9999,-1.071,-9999,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.439645,2.439722,1.063919,0.743981,0.203024,0.037208,0.249567,1.775103,84.586502,0.000823,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101510_7bd,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
18,QUBU,day,bottom,36,10:15:20,7/10/2025,0.002539381,1.91965992,0.002536027,0.108309648,1.066198,1.061274,4.54751564,3.48131764,12.586524,12.644923,53.9316371,0.4417875,7.5,PSF-00471_20250710101520_9e0,0,0,0,62.339188,157.237167,0.603534,0.5,0.8,39.5918304,1,21.7,21.6,32.51,31.14,31.14,84.32,80.9,-12.9,116,164,3.951,10:09:36,7/10/2025,1.82,0,0.006,0.012,-9999,0.212,0.469,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.438441,2.428688,1.064105,0.578403,0.202682,-0.017935,0.250378,0.245013,62.339188,0.000888,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101520_9e0,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
19,HEAR,day,top,37,10:15:38,7/10/2025,0.067463186,1.91965992,0.065172798,2.362362945,1.228916,1.121717,4.187583687,2.958667687,13.302264,14.573528,49.65710527,0.4417875,7.5,PSF-00471_20250710101538_273,0,0,0,109.881165,166.397095,0.339645,0.5,0.8,251.880732,1,24.9,22.73,32.58,29.7,29.7,84.33,80.9,-20.3,125.2,1854,3.951,10:09:36,7/10/2025,1.82,0,0.01,-9999,-9999,-2.491,-9999,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.440172,2.433589,1.06364,0.566139,0.202083,-0.03666,0.25201,1.653567,109.881165,0.000862,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101538_273,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
19,HEAR,day,bottom,38,10:15:47,7/10/2025,-0.018651943,1.91783648,-0.018835124,-0.87494802,1.037088,1.076933,4.818497657,3.781409657,12.770881,12.298372,57.1385943,0.4417875,7.5,PSF-00471_20250710101547_594,0,0,0,60.467003,218.645813,0.723448,0.5,0.8,25.1759904,1,20.98,21.78,32.62,32.16,32.16,84.33,80.8,-19.2,123.8,87,3.95,10:09:36,7/10/2025,1.82,0,-0.008,-9999,-9999,0.193,-9999,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.438709,2.42755,1.063458,0.567991,0.201806,-0.006505,0.252819,0.180544,60.467003,0.000854,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101547_594,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
20,ACGR,day,top,39,10:16:15,7/10/2025,0.108455161,1.91783648,0.10265021,5.910699641,1.323525,1.055296,5.968788582,4.645263582,12.51522,15.696267,70.78734087,0.4417875,7.5,PSF-00471_20250710101615_cdf,0,0,0,79.225662,96.103905,0.175625,0.5,0.8,128.62775,1,26.58,21.19,32.74,36,36,84.32,80.8,78.8,2.5,1831,3.949,10:09:36,7/10/2025,1.82,0,-0.001,-9999,-9999,-0.449,-9999,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.437789,2.436087,1.063251,0.753651,0.200821,0.041204,0.254934,1.634615,79.225662,0.000824,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101615_cdf,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
20,ACGR,day,bottom,40,10:16:23,7/10/2025,0.054577265,1.91965992,0.053068491,2.480137347,1.152231,1.039583,4.950809197,3.798578197,12.328175,13.664049,58.70756785,0.4417875,7.5,PSF-00471_20250710101623_ca9,0,0,0,54.364799,111.684677,0.51323,0.5,0.8,35.515516,1,23.09,20.83,32.78,32.64,32.64,84.33,80.9,76.8,5.1,173,3.95,10:09:36,7/10/2025,1.82,0,0.001,0.002,-9999,0.28,0.758,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.437219,2.430806,1.06385,0.749331,0.200493,-0.002566,0.255637,0.251976,54.364799,0.000855,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101623_ca9,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
21,TICO,day,top,41,10:16:38,7/10/2025,0.157772801,1.91965992,0.145790581,8.175442652,1.458871,1.088914,5.978640114,4.519769114,12.913378,17.300673,70.90417592,0.4417875,7.5,PSF-00471_20250710101638_bb3,0,0,0,86.075302,104.143738,0.173495,0.5,0.8,135.67309,1,29.12,21.73,32.85,36.03,36.03,84.32,80.9,37.1,54.1,1955,3.949,10:09:36,7/10/2025,1.82,0,-0.002,-9999,-9999,-0.036,-9999,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.438607,2.439813,1.063539,0.66842,0.199944,0.040264,0.256875,1.738433,86.075302,0.000817,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101638_bb3,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
21,TICO,day,bottom,42,10:16:48,7/10/2025,0.056035406,1.921482,0.054447573,2.573041226,1.194728,1.078067,5.032270161,3.837542161,12.784851,14.168347,59.68062335,0.4417875,7.5,PSF-00471_20250710101648_e63,0,0,0,68.590523,173.653366,0.605015,0.5,0.8,29.524732,1,23.78,21.46,32.9,32.93,32.93,84.32,81,70.9,12.4,122,3.95,10:09:36,7/10/2025,1.82,0,0.002,0.004,-9999,0.676,1.495,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.438184,2.43186,1.064581,0.736839,0.199592,-0.000423,0.257661,0.209462,68.590523,0.000862,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101648_e63,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
22,PODE,day,top,43,10:17:03,7/10/2025,0.142390242,1.91965992,0.132557804,5.614209288,1.279478,1.024857,4.723971213,3.444493213,12.152969,15.172321,56.01768307,0.4417875,7.5,PSF-00471_20250710101703_800,0,0,0,252.630478,305.662048,0.173497,0.5,0.8,129.9145536,1,25.38,20.33,32.96,31.81,31.81,84.33,80.9,79.4,1.8,1872,3.948,10:09:36,7/10/2025,1.82,0,-0.002,-0.003,-9999,-1.547,-3.974,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.436427,2.434276,1.063963,0.754976,0.199121,-0.015227,0.259072,1.668544,253.902191,0.000839,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101703_800,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
22,PODE,day,bottom,44,10:17:15,7/10/2025,0.160154462,1.91601168,0.147800224,5.794918589,1.321938,1.05861,4.513951227,3.192013227,12.55344,15.676104,53.52722906,0.4417875,7.5,PSF-00471_20250710101715_beb,0,0,0,72.038055,271.570435,0.734735,0.5,0.8,49.080298,1,26.18,20.96,32.99,31.01,31.01,84.33,80.7,79.6,1.4,167,3.948,10:09:36,7/10/2025,1.82,0,0,-9999,-9999,0.018,-9999,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.437402,2.435459,1.062841,0.755371,0.198855,-0.025623,0.260022,0.247531,72.038055,0.000835,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101715_beb,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
23,GYDI,day,top,45,10:17:41,7/10/2025,0.099724529,1.921482,0.09480421,5.15130018,1.296161,1.062852,5.68916123,4.39300023,12.602631,15.369055,67.45507742,0.4417875,7.5,PSF-00471_20250710101741_c36,0,0,0,270.559784,321.283569,0.157879,0.5,0.8,114.620154,1,25.53,20.94,33.09,35.13,35.13,84.34,81,77.5,4.3,1815,3.948,10:09:36,7/10/2025,1.82,0,0.001,-0.001,-9999,-0.012,4.744,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.43735,2.434484,1.064363,0.750842,0.198124,0.025408,0.262354,1.621161,270.559784,0.000789,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101741_c36,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
23,GYDI,day,bottom,46,10:17:51,7/10/2025,0.057349585,1.92330272,0.055689034,2.503681719,1.173008,1.059592,4.829404799,3.656396799,12.564795,13.90969,57.26793311,0.4417875,7.5,PSF-00471_20250710101751_6e7,0,0,0,84.135529,284.349548,0.704112,0.5,0.8,50.1327744,1,23.06,20.83,33.12,32.2,32.2,84.33,81.1,79.1,2.4,178,3.948,10:09:36,7/10/2025,1.82,0,0,0.001,-9999,0.389,0.376,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.43718,2.430731,1.065068,0.754302,0.197839,-0.012401,0.26313,0.256062,84.135529,0.000847,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101751_6e7,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
24,HEAR,day,top,47,10:18:13,7/10/2025,0.089113554,1.921482,0.085163866,2.805471031,1.258032,1.130914,3.950190751,2.692158751,13.409937,14.917262,46.842058,0.4417875,7.5,PSF-00471_20250710101813_fde,0,0,0,49.77536,110.372902,0.549026,0.5,0.8,361.0394976,1,24.63,22.14,33.2,28.69,28.69,84.33,81,-19.7,124.3,1644,3.948,10:09:36,7/10/2025,1.82,0,-0.024,-9999,-9999,0.239,-9999,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.439196,2.433116,1.064282,0.56725,0.197286,-0.05675,0.264958,1.479002,49.77536,0.000859,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101813_fde,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
24,HEAR,day,bottom,48,10:18:22,7/10/2025,0.009853725,1.92330272,0.009803498,0.425489454,1.119559,1.100271,4.654800667,3.535241667,13.046165,13.274871,55.19090191,0.4417875,7.5,PSF-00471_20250710101822_360,0,0,0,51.741959,131.384247,0.606178,0.5,0.8,56.2533184,1,21.89,21.51,33.22,31.55,31.55,84.34,81.1,-18.8,123.2,232,3.947,10:09:36,7/10/2025,1.82,0,0,-9999,-9999,-0.056,-9999,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.438227,2.428923,1.064907,0.56863,0.197102,-0.021771,0.265664,0.301074,51.741959,0.000866,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101822_360,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
25,QUBU,day,top,49,10:18:44,7/10/2025,0.191838275,1.91965992,0.174408981,9.041536727,1.547169,1.138406,5.730206864,4.183037864,13.4987,18.345619,67.94980272,0.4417875,7.5,PSF-00471_20250710101844_e54,0,0,0,98.560806,116.058472,0.150766,0.5,0.8,112.9538872,1,30.13,22.17,33.29,35.26,35.26,84.33,80.9,67.2,16.9,1873,3.947,10:09:36,7/10/2025,1.82,0,-0.001,-0.002,-9999,-3.727,-2.383,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.439226,2.441234,1.064049,0.729048,0.196544,0.024562,0.267534,1.669869,98.560806,0.000829,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101844_e54,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
25,QUBU,day,bottom,50,10:18:52,7/10/2025,0.055842103,1.91783648,0.054262139,2.380548283,1.363598,1.255598,4.925762676,3.562164676,14.887598,16.168158,58.40363618,0.4417875,7.5,PSF-00471_20250710101852_b50,0,0,0,76.519135,172.914154,0.557473,0.5,0.8,46.827732,1,26.51,24.41,33.32,32.55,32.55,84.34,80.8,72.2,10.6,210,3.947,10:09:36,7/10/2025,1.82,0,0,-9999,-9999,0.045,-9999,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.442628,2.435924,1.063287,0.739579,0.19633,-0.010559,0.268122,0.28315,76.127533,0.000856,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101852_b50,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
26,ACPL,day,top,51,10:19:04,7/10/2025,0.079805588,1.91783648,0.076617363,4.915195193,1.443452,1.22067,6.596191792,5.152739792,14.473206,17.114676,78.20953038,0.4417875,7.5,PSF-00471_20250710101904_52a,0,0,0,53.684952,60.469864,0.112203,0.5,0.8,76.6122084,1,27.99,23.67,33.37,37.83,37.83,84.34,80.8,68.6,15.2,1707,3.947,10:09:36,7/10/2025,1.82,0,-0.001,-9999,-9999,-0.397,-9999,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.441505,2.438108,1.063468,0.731848,0.195975,0.057528,0.269072,1.531299,53.684952,0.000813,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101904_52a,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
26,ACPL,day,bottom,52,10:19:12,7/10/2025,0.052599491,1.921482,0.051197976,2.440811962,1.297561,1.187023,5.163876749,3.866315749,14.075799,15.386575,61.23416043,0.4417875,7.5,PSF-00471_20250710101912_fb1,0,0,0,52.066685,82.181808,0.366445,0.5,0.8,15.977002,1,25.1,22.96,33.41,33.39,33.39,84.33,81,78.5,3.1,109,3.946,10:09:36,7/10/2025,1.82,0,-0.002,-0.003,-9999,0.255,0.558,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.440429,2.433809,1.064381,0.752955,0.195654,-0.000967,0.269739,0.198485,52.066685,0.000866,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101912_fb1,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
27,PIPU,day,top,53,10:19:34,7/10/2025,0.11238855,1.91965992,0.106172563,4.733231225,1.457657,1.243422,5.072011814,3.614354814,14.742752,17.282854,60.13767861,0.4417875,7.5,PSF-00471_20250710101934_a93,0,0,0,79.272148,121.684311,0.348543,0.5,0.8,251.7874632,1,28.09,23.96,33.48,33.07,33.07,84.34,80.9,-21.1,126,1806,3.946,10:09:36,7/10/2025,1.82,0,0.013,-9999,-9999,1.945,-9999,-9999,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.441926,2.438235,1.063993,0.564982,0.195101,-0.006039,0.271661,1.613999,78.249336,0.000836,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710101934_a93,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
27,PIPU,day,bottom,54,10:20:00,7/10/2025,-0.062732245,1.91783648,-0.0648536,-3.145889821,0.942916,1.08636,4.892538897,3.949622897,12.881106,11.180269,58.00970948,0.4417875,7.5,PSF-00471_20250710102000_b73,0,0,0,21.611452,83.642365,0.741621,0.5,0.8,41.2341276,1,18.08,20.83,33.57,32.43,32.43,84.34,80.8,-20.1,124.9,139,3.944,10:19:52,7/10/2025,-0.39,1,-0.002,0.005,-0.001,0.934,12.467,16.247,0,75,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.437129,2.426395,1.063281,0.566544,0.194419,-0.015237,0.27379,0.224078,21.174431,0.000849,2.401091,-0.000038,1,2.393618,-0.000016,1,0.59769,0.600379,0.107916,0,PSF-00471_20250710102000_b73,PFA-00280,PSA-00292,PSF-00471,RHS-00477,3.0.0,2025-03-01T19:23:17.308Z
